format,row_no,brief_id,title,role,industry,jtbd,execution_status,session_id,session_url,share_status,share_id,share_url,missing_fields,repair_action
html,54,ce98f261-f9e4-4c9e-963d-f9ad05c8d580,Which prior-art fields create the most significant patent risks for software-defined vehicles?,in_house_ip_legal,automotive,"[""prior_art""]",completed,sess_db09b95cd14c4071,https://eureka.patsnap.com/ai-search/sess_db09b95cd14c4071?from=rd-home&start_from=eureka_landingpage,submission_unknown,,,share_url,retry_share_only
report,825,edc1e162-0bcc-4041-87fc-3d4c91b4ee2b,"Which catalytic technology trends could have the greatest cross-industry impact, and how should they be prioritized for chemical R&D?",innovation_product_strategy,chemical,"[""rd_directions""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,826,d4f63143-c4d6-4058-b5cd-fe59771f17d6,"How are separation and purification technologies changing across the chemical industry, and which approaches warrant R&D priority?",innovation_product_strategy,chemical,"[""rd_directions""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,827,e12f2e10-ca74-4287-8d5f-6e1d2b32f275,"Which digital and autonomous R&D technologies are reshaping chemical innovation, and where should future research be prioritized?",innovation_product_strategy,chemical,"[""rd_directions""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,828,1a9c9a63-afc4-4bc3-a056-a5076ae70ec2,"How are biomanufacturing and biocatalytic routes evolving in the chemical industry, and which R&D directions deserve priority?",innovation_product_strategy,chemical,"[""rd_directions""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,829,084ec43f-3e0e-424e-9bff-d111192d5fe1,Which advances in process safety and environmental monitoring should shape chemical-industry R&D priorities?,innovation_product_strategy,chemical,"[""rd_directions""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,830,762d6816-2379-46c5-9158-b7050ec82960,"How are water-efficiency and resource-recovery technologies developing across the chemical industry, and which R&D fields should be prioritized?",innovation_product_strategy,chemical,"[""rd_directions""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,831,d34fc9a7-2bba-4490-9943-ab85f8985319,How have major chemical-industry participants changed their technology bets over the past five years?,innovation_product_strategy,chemical,"[""technology_competitors""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,832,4bc45215-1ad1-44c1-a6c9-a0e0122082f8,Which chemical-industry competitors have advanced technologies from research announcements to pilots and commercial deployment?,innovation_product_strategy,chemical,"[""technology_competitors""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,833,081cd1a1-f664-4a2f-8c38-896f2591d113,"How are partnerships, licensing agreements, and joint ventures changing the chemical industry’s competitive technology landscape?",innovation_product_strategy,chemical,"[""technology_competitors""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,834,ef1dbeb4-38eb-4dae-b48e-9bec78041fca,What shifts in patents and technical publications reveal changing technology priorities among chemical-industry competitors?,innovation_product_strategy,chemical,"[""technology_competitors""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,835,05d51b45-34b9-4fb2-a482-c1cb8cb43d1b,How are competitors changing technology investment and deployment patterns across the global chemical industry?,innovation_product_strategy,chemical,"[""technology_competitors""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,836,ce3e8a38-9d53-4c00-bc0b-0452a7e740e7,How have chemical-industry competitors repositioned their technology portfolios around decarbonization?,innovation_product_strategy,chemical,"[""technology_competitors""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,837,9df57cef-2e33-48e2-bf96-ef2b63fb4dd3,"How is competition evolving around circular feedstocks, recovery, and recycling technologies in the chemical industry?",innovation_product_strategy,chemical,"[""technology_competitors""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,838,37fad11c-d61a-4178-8d89-3cdf6f8afdb5,Which competitors are gaining momentum in digital and AI-enabled technologies across the chemical industry?,innovation_product_strategy,chemical,"[""technology_competitors""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,839,fc5aa357-f8d8-4e1a-acd1-e017f1e07acd,How are chemical-industry competitors changing their technology strategies for alternative feedstocks and production routes?,innovation_product_strategy,chemical,"[""technology_competitors""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,840,2b1001b5-8c76-4b71-b125-e574766e89ad,"What evidence shows chemical-industry competitors changing their technology differentiation priorities around performance, cost, and scalability?",innovation_product_strategy,chemical,"[""technology_competitors""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,841,2c16c313-36a2-4816-9775-62aaad637ac3,Which emerging technologies offer the strongest opportunities to reduce lifecycle carbon across the construction industry?,innovation_product_strategy,construction,"[""innovation_opportunities""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,842,c9ef9299-afea-45a6-b4c2-a63b6cc7728b,Which emerging automation and robotics technologies could address the construction industry’s largest productivity gaps?,innovation_product_strategy,construction,"[""innovation_opportunities""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,843,c7528eba-15b6-4490-bd45-0d40d0ba0235,Which circular construction technologies present the most promising opportunities for reducing material waste and increasing reuse?,innovation_product_strategy,construction,"[""innovation_opportunities""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,844,fa02cfe1-a83f-4de4-afd5-c6c5f5d62a06,Which emerging technologies could create new opportunities for climate-resilient construction?,innovation_product_strategy,construction,"[""innovation_opportunities""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,845,3e3b3e2c-07a3-45e1-902b-297274fdc0f1,Which emerging safety technologies could address persistent worker-risk gaps across the construction industry?,innovation_product_strategy,construction,"[""innovation_opportunities""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,846,35c22053-356d-46f7-9d80-f5048c178659,Which digital technologies offer the strongest opportunities to improve information continuity across the construction lifecycle?,innovation_product_strategy,construction,"[""innovation_opportunities""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,847,75fe1de0-fbb9-4cff-9a89-63cf2b117d87,Which emerging technologies could unlock new opportunities for scalable renovation and retrofit across the construction industry?,innovation_product_strategy,construction,"[""innovation_opportunities""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,848,68aa270b-48b5-4f60-a4bc-4301f9f7d194,Which emerging technologies could improve construction supply-chain visibility and resilience?,innovation_product_strategy,construction,"[""innovation_opportunities""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,849,6d6a1244-363c-417e-8ad4-74afe66cda29,Which emerging inspection and sensing technologies could enable earlier quality-risk detection across construction?,innovation_product_strategy,construction,"[""innovation_opportunities""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,850,903b881b-fe38-4425-a294-413e1f78d524,Which emerging technology pathways could expand access to skilled construction capabilities amid workforce constraints?,innovation_product_strategy,construction,"[""innovation_opportunities""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,851,b5535792-662c-4999-93e8-61fc749a08f4,Which research tasks would best map the construction industry’s major technology domains and their recent trajectories?,innovation_product_strategy,construction,"[""other""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,852,6bcac193-dcfb-4005-addb-446d075dc7ec,Which research tasks would reveal how technology priorities are shifting across the construction lifecycle?,innovation_product_strategy,construction,"[""other""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,853,dd411483-e9fc-4040-b567-74a69494f682,Which research tasks would best compare the maturity and adoption momentum of construction technologies?,innovation_product_strategy,construction,"[""other""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,854,978efc09-9f63-4769-956a-75ba7eb2c690,Which research tasks would best scan technology trends supporting construction decarbonization and resource efficiency?,innovation_product_strategy,construction,"[""other""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,855,a2948f3b-8a95-4ef9-a7ce-cb060223eb2e,"Which research tasks would clarify recent directions in construction automation, robotics, and industrialized delivery?",innovation_product_strategy,construction,"[""other""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,856,e2972bc3-7dbc-4772-9353-ba320fe24542,"Which research tasks would best examine the evolution of digital, data, and AI technologies across construction?",innovation_product_strategy,construction,"[""other""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,857,93725f8d-9c7d-44ac-8310-5e63ceaf7719,"Which research tasks would identify technology trends reshaping construction productivity, safety, and workforce needs?",innovation_product_strategy,construction,"[""other""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,858,4d2c43ff-4077-4c46-ac12-f3139a6390e0,Which research tasks would best map emerging construction technologies for resilience and climate adaptation?,innovation_product_strategy,construction,"[""other""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,859,d1be15ca-5e69-491b-b7bf-809f5c9e2e31,"Which research tasks would show how regulation, standards, procurement, and interoperability are steering construction technology trends?",innovation_product_strategy,construction,"[""other""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,860,dbb8c9c7-93de-4485-ae68-b8caec079b6b,Which research tasks would best identify converging technology fields and likely next developments in construction?,innovation_product_strategy,construction,"[""other""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,861,a6ec4aa7-42e4-4f79-af49-63ff44fd5911,How are patent filing trends shifting across the major technology fields of the construction industry?,innovation_product_strategy,construction,"[""patent_landscapes""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,862,377b0944-0749-4bba-aaf5-0625249d1fe2,"Which construction lifecycle stages are attracting growing patent activity, and how are their technology clusters evolving?",innovation_product_strategy,construction,"[""patent_landscapes""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,863,83f12154-93e6-4201-b708-da82980f4947,How is the geographic distribution of construction patent activity changing across major filing jurisdictions?,innovation_product_strategy,construction,"[""patent_landscapes""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,864,11c0f8aa-af3c-4d65-adae-9bf9f059bd91,"How is the mix of major patent applicants in construction changing among established companies, new entrants, and research organizations?",innovation_product_strategy,construction,"[""patent_landscapes""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,865,a9276187-8e78-4211-81d4-b068f09056a9,Which technology convergences are emerging most clearly in the construction patent landscape?,innovation_product_strategy,construction,"[""patent_landscapes""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,866,3bce2640-0cfe-487e-b0c6-8c958f3af90e,What does the construction patent landscape indicate about the changing maturity of major technology paths?,innovation_product_strategy,construction,"[""patent_landscapes""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,867,03a2cb1b-e30d-4d67-9b0c-2ba770eaf994,Which construction technology fields show rising patent influence based on citation and family-expansion trends?,innovation_product_strategy,construction,"[""patent_landscapes""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,868,b3651c44-7c69-4fdc-b4aa-4a230ef80834,How are sustainability-oriented technology directions changing within the construction patent landscape?,innovation_product_strategy,construction,"[""patent_landscapes""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,869,a4507fa5-2315-40c9-a8c5-9fd43d9b9fb4,How are automation and digitalization reshaping technology clusters in the construction patent landscape?,innovation_product_strategy,construction,"[""patent_landscapes""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,870,8b2bf080-0205-4726-bdb3-82e70b35b493,"How are patent trends changing around safety, resilience, and risk reduction across construction technologies?",innovation_product_strategy,construction,"[""patent_landscapes""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,871,53108963-6598-4e4c-a87b-f8c8532664e5,Which intellectual-property risks are most significant when positioning new products across the construction industry?,innovation_product_strategy,construction,"[""product_ip_risks""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,872,e548d420-18ef-4995-bb89-a8f52c14f4bd,What intellectual-property risks should construction product teams assess before entering new application markets?,innovation_product_strategy,construction,"[""product_ip_risks""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,873,9749798d-7fc9-457a-82c3-75d30c654c10,How do digital construction workflows create intellectual-property risks for product strategy across the industry?,innovation_product_strategy,construction,"[""product_ip_risks""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,874,57472961-d7e7-493b-9bd1-4c8af5220a4b,What intellectual-property risks could affect product strategies for low-carbon construction solutions?,innovation_product_strategy,construction,"[""product_ip_risks""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,875,015d518e-c87b-461d-8e91-6bab4dc52046,Which intellectual-property risks should guide product decisions in off-site and industrialized construction?,innovation_product_strategy,construction,"[""product_ip_risks""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,876,ef4538c6-26ae-464c-818f-1d8fd07a3087,What intellectual-property risks arise when construction product strategies incorporate automation and robotics?,innovation_product_strategy,construction,"[""product_ip_risks""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,877,64383beb-143a-4505-8841-9b951691f4ea,How should intellectual-property risks be assessed for connected and smart-building product strategies?,innovation_product_strategy,construction,"[""product_ip_risks""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,878,044eed00-4eb4-4181-9336-5e909431d9a5,Which intellectual-property risks could constrain construction product strategies for renovation and adaptive reuse?,innovation_product_strategy,construction,"[""product_ip_risks""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,879,a07134df-656e-446f-b936-d2a5ae61d42e,What intellectual-property risks should product strategists evaluate in circular construction business models?,innovation_product_strategy,construction,"[""product_ip_risks""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,880,d5a9a850-603c-4a35-b963-362d6e11e69a,How can interoperability and industry standards create intellectual-property risks for construction product strategies?,innovation_product_strategy,construction,"[""product_ip_risks""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,881,3d19d207-293c-4702-989b-194955115d13,Which design and engineering technology trends should the construction industry prioritize for R&D?,innovation_product_strategy,construction,"[""rd_directions""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,882,6780d01f-d936-4f13-b73b-c2ba3c1dbaa7,Which construction automation and robotics trends offer the strongest directions for future R&D?,innovation_product_strategy,construction,"[""rd_directions""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,883,c4e9ede1-5941-4e01-b06f-0333cdf10730,Which emerging construction material technologies warrant priority in industry R&D portfolios?,innovation_product_strategy,construction,"[""rd_directions""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,884,2b7cdaf9-40fe-4adc-8f12-7bb7372c8056,"Which digital twin, sensing, and connected-data trends should guide construction R&D priorities?",innovation_product_strategy,construction,"[""rd_directions""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,885,3d46705f-a0e9-4b75-b79a-92f53c1b83fe,Which artificial intelligence trends are becoming the most consequential for construction R&D?,innovation_product_strategy,construction,"[""rd_directions""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,886,2c2b3f64-2d9e-4979-9b4b-cfba1a29bbea,Which industrialized and off-site construction technology trends deserve greater R&D emphasis?,innovation_product_strategy,construction,"[""rd_directions""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,887,62cb7d02-c928-4988-ab31-294acf9b6271,Which circular construction technology trends should be prioritized for further R&D?,innovation_product_strategy,construction,"[""rd_directions""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,888,34942f31-bb4a-4bce-8d4f-778e078f91b0,Which decarbonization technology trends present the most promising construction R&D directions?,innovation_product_strategy,construction,"[""rd_directions""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,889,a8742fbf-7b79-404e-a112-3e316bb053d0,Which climate-resilience technologies should shape the construction industry's future R&D agenda?,innovation_product_strategy,construction,"[""rd_directions""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,890,4d367f92-911e-4c31-81ea-658c3c2dd3fb,Which worker safety and human-technology interaction trends merit priority in construction R&D?,innovation_product_strategy,construction,"[""rd_directions""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,891,6732b19a-98c2-4458-82a6-916784fc3711,How have major construction technology competitors shifted their technology bets over the past three years?,innovation_product_strategy,construction,"[""technology_competitors""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,892,ceb5208b-6067-42f2-aa15-de79019798f9,"Which partnerships, acquisitions, and investments are changing the construction technology competitive landscape?",innovation_product_strategy,construction,"[""technology_competitors""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,893,d55c1e0e-036a-4992-873f-e42cd2a2ac56,Which construction technology competitors are progressing from pilots to broader commercial deployment?,innovation_product_strategy,construction,"[""technology_competitors""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,894,64680e54-3648-4e64-b352-d9482f3f777b,How are major construction technology competitors expanding across regions and markets?,innovation_product_strategy,construction,"[""technology_competitors""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,895,d5244177-a14c-49cf-8097-977f7b3a977e,How are construction technology competitors changing their differentiation claims and supporting evidence?,innovation_product_strategy,construction,"[""technology_competitors""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,896,f589ff24-5b22-4e29-8abe-61192aa85342,"Which competitors are increasing research, development, and commercialization activity in construction technology?",innovation_product_strategy,construction,"[""technology_competitors""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,897,620c8c75-b385-4890-bdd4-6fba39ae2a10,How are competitors building technology platforms and partner ecosystems across the construction industry?,innovation_product_strategy,construction,"[""technology_competitors""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,898,f36a014f-7417-4e96-b0f8-efbd651c2f3a,How are construction technology competitors responding to changing standards and regulatory priorities?,innovation_product_strategy,construction,"[""technology_competitors""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,899,cf6ae58f-d0c0-411c-bbef-3b6b3b0d317f,Which competitors are strengthening their positions in low-carbon and resource-efficient construction technologies?,innovation_product_strategy,construction,"[""technology_competitors""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,900,764ad30c-a887-406b-8912-9f5231ab6446,"How are construction competitors combining digitalization, automation, and data capabilities to reshape their positions?",innovation_product_strategy,construction,"[""technology_competitors""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,901,6b3eafbd-852b-4292-8029-f59a55eff746,Which emerging technologies offer the strongest opportunities to improve flexible and adaptive production across electronics manufacturing?,innovation_product_strategy,electronics_manufacturing,"[""innovation_opportunities""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,902,1d336865-704e-4d83-a037-74c80a180f33,Which emerging inspection and metrology technologies represent the most promising innovation opportunities in electronics manufacturing?,innovation_product_strategy,electronics_manufacturing,"[""innovation_opportunities""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,903,45e8495c-2fad-410b-b574-cfd51e0a34cb,Which emerging technologies could create the greatest opportunities for energy and material efficiency in electronics manufacturing?,innovation_product_strategy,electronics_manufacturing,"[""innovation_opportunities""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,904,ef28fe5e-92a0-4d99-a95e-10da97b2955c,Which emerging traceability and provenance technologies offer new opportunities for electronics manufacturing supply networks?,innovation_product_strategy,electronics_manufacturing,"[""innovation_opportunities""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,905,c152b4c1-1e37-4d62-b328-ecebb15633f8,Which emerging advanced-packaging capabilities present the most significant innovation opportunities for electronics manufacturers?,innovation_product_strategy,electronics_manufacturing,"[""innovation_opportunities""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,906,84903a99-2c36-42af-bb3d-c9ee6af7f255,Which digital-engineering technologies offer the strongest opportunities to accelerate manufacturing planning and qualification?,innovation_product_strategy,electronics_manufacturing,"[""innovation_opportunities""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,907,051770d2-80dd-4f69-9698-37cbcdc9f095,Which emerging human-machine collaboration technologies create new opportunities for electronics manufacturing operations?,innovation_product_strategy,electronics_manufacturing,"[""innovation_opportunities""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,908,002afc10-6916-4ea3-91f8-c311dbbeaccc,Which emerging cybersecurity technologies offer promising opportunities for increasingly connected electronics factories?,innovation_product_strategy,electronics_manufacturing,"[""innovation_opportunities""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,909,b6d340b8-7ea4-4749-b6af-0fba2b5654ce,"Which emerging technologies could unlock new repair, refurbishment, and remanufacturing opportunities in electronics manufacturing?",innovation_product_strategy,electronics_manufacturing,"[""innovation_opportunities""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,910,383dcc5a-84f9-42b5-bc8e-01c3886c0781,Which emerging manufacturing technologies could enable new electronics form factors and application spaces?,innovation_product_strategy,electronics_manufacturing,"[""innovation_opportunities""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,911,a9e22298-a784-4898-9e8b-90f288db75cf,"Which technology domains are changing fastest across electronics manufacturing, and what research tasks would clarify their strategic relevance?",innovation_product_strategy,electronics_manufacturing,"[""other""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,912,52a2397d-3e77-472d-b425-d9b0768a26cf,"Where are technology priorities shifting across the electronics manufacturing lifecycle, and which research tasks best examine each stage?",innovation_product_strategy,electronics_manufacturing,"[""other""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,913,85665981-cde9-4401-aa45-25308e6af8a0,"Which electronics manufacturing technologies are moving from experimentation toward scaled adoption, and how should their maturity be researched?",innovation_product_strategy,electronics_manufacturing,"[""other""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,914,49958e74-f386-45bf-98ad-adcb6a7d6a48,"How are automation, AI, connectivity, and digital engineering converging across electronics manufacturing, and which research tasks could map that convergence?",innovation_product_strategy,electronics_manufacturing,"[""other""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,915,844cc5dd-ef5c-4b0e-afbf-dac6f0c82ba0,How are quality and reliability technologies evolving across electronics manufacturing?,innovation_product_strategy,electronics_manufacturing,"[""other""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,916,374d517d-1392-4f47-9deb-3ab35e7f3420,"Which sustainability and circularity technology trends are reshaping electronics manufacturing, and how could their implications be researched?",innovation_product_strategy,electronics_manufacturing,"[""other""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,917,1826676e-02fa-4584-9c74-fb8b6717861f,"How are resilience and production-flexibility technologies changing across electronics manufacturing, and which research tasks can evaluate their direction?",innovation_product_strategy,electronics_manufacturing,"[""other""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,918,a14134b6-a44e-4ea6-a612-5acdcfcebe4b,"How are interoperability, data governance, and cybersecurity trends reshaping the electronics manufacturing technology landscape?",innovation_product_strategy,electronics_manufacturing,"[""other""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,919,dbedad32-1c9d-41b5-bd86-04063892deb9,"How do electronics manufacturing technology trajectories differ across major global regions, and which comparative research tasks would explain the differences?",innovation_product_strategy,electronics_manufacturing,"[""other""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,920,d993652a-2eb8-4a02-828e-ba92a377ed22,"Which emerging technology signals could define the next phase of electronics manufacturing, and what horizon-scanning tasks should investigate them?",innovation_product_strategy,electronics_manufacturing,"[""other""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,921,0cca41f1-6cb6-4115-97d0-5aafe02e7e73,Which technology clusters show the strongest patent-filing growth across the electronics manufacturing industry?,innovation_product_strategy,electronics_manufacturing,"[""patent_landscapes""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,922,bdff4344-4cf6-41f1-8167-cbb8d76d40e8,How is the landscape of major patent rights holders changing across electronics manufacturing?,innovation_product_strategy,electronics_manufacturing,"[""patent_landscapes""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,923,c5ab1440-89bf-411a-9c43-bfdb7f890a20,How are electronics manufacturing patent filings shifting across major global jurisdictions?,innovation_product_strategy,electronics_manufacturing,"[""patent_landscapes""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,924,54945f98-dcb3-4f1a-8868-9368e94b6eeb,Which electronics manufacturing value-chain stages are gaining or losing patent activity?,innovation_product_strategy,electronics_manufacturing,"[""patent_landscapes""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,925,70e1241d-87ca-4767-9dfc-a888c2f72fd2,How are the manufacturing objectives emphasized in electronics patent filings changing over time?,innovation_product_strategy,electronics_manufacturing,"[""patent_landscapes""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,926,5f3e6904-9649-4452-bc6b-278f25451657,What patent evidence indicates the relative maturity of major technology fields in electronics manufacturing?,innovation_product_strategy,electronics_manufacturing,"[""patent_landscapes""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,927,34594cab-a063-4edb-9b86-17466d362b1d,Where is technological convergence increasing within the electronics manufacturing patent landscape?,innovation_product_strategy,electronics_manufacturing,"[""patent_landscapes""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,928,e25a754b-9646-45e4-824f-0e40d50f3da0,How is sustainability-related patent activity evolving across the electronics manufacturing industry?,innovation_product_strategy,electronics_manufacturing,"[""patent_landscapes""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,929,cd0ad304-7159-41d3-91e5-3feb8067c228,How are automation and data-driven technologies reshaping the electronics manufacturing patent landscape?,innovation_product_strategy,electronics_manufacturing,"[""patent_landscapes""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,930,d8fce51d-ffc6-4015-a787-5837adc094d9,Which early patent signals point to emerging technology directions across electronics manufacturing?,innovation_product_strategy,electronics_manufacturing,"[""patent_landscapes""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,931,469b3d8d-b19b-4f44-91c1-f3ad75a4e196,Which intellectual-property risks should electronics manufacturers assess when prioritizing major product application opportunities?,innovation_product_strategy,electronics_manufacturing,"[""product_ip_risks""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,932,47aee95d-091c-4eec-953f-eb3cd85eaa63,How do intellectual-property risks vary across the product lifecycle in electronics manufacturing?,innovation_product_strategy,electronics_manufacturing,"[""product_ip_risks""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,933,847c316d-f595-4201-b0b6-96bbcee9802b,Which intellectual-property risks should be assessed when planning geographic market entry for electronics products?,innovation_product_strategy,electronics_manufacturing,"[""product_ip_risks""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,934,db63ce6d-13db-4580-99dc-c58138a39584,"What intellectual-property risks arise from standards, interoperability requirements, and industry interfaces in electronics manufacturing?",innovation_product_strategy,electronics_manufacturing,"[""product_ip_risks""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
report,935,a42187d7-7af0-4382-bc43-0de6d98209a6,Which intellectual-property risks should product strategists assess when relying on external technology and manufacturing suppliers?,innovation_product_strategy,electronics_manufacturing,"[""product_ip_risks""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
